Incident_year,Incident_month,State,Latitude,Longitude,Victim_injury,Provoked_unprovoked,Victim_activity,Shark_common_name,Victim_gender
2012,3,WA,-33.46666667,115.5166667,fatal,unprovoked,Surfing/Boarding,white shark,male
2012,4,SA,-35.18333333,136.85,injured,unprovoked,Wading,white shark,male
2012,5,NSW,-32.21666667,152.6,injured,provoked,Surfing/Boarding,wobbegong,male
2012,5,NSW,-33,151.7,uninjured,unprovoked,Diving/Snorkelling,white shark,male
2012,6,VIC,-38.61666667,142.9833333,injured,unprovoked,Swimming,white shark,male
2012,6,TAS,-43.51666667,146.2333333,injured,unprovoked,Spearfishing,white shark,male
2012,6,WA,-31.78333333,115.7166667,uninjured,unprovoked,Surfing/Boarding,white shark,male
2012,7,SA,-32.76666667,134.2,injured,unprovoked,Surfing/Boarding,white shark,male
2012,7,WA,-30.83333333,115.2666667,fatal,unprovoked,Diving/Snorkelling,white shark,male
2012,8,WA,-24.38333333,113.3833333,injured,unprovoked,Spearfishing,tiger shark,male
2012,10,WA,-31.76666667,115.7166667,uninjured,unprovoked,Surfing/Boarding,white shark,male
2012,12,NSW,-31.73333333,152.7833333,injured,unprovoked,Fishing,bull shark,male
2012,12,NSW,-30.86666667,153.0333333,injured,provoked,Surfing/Boarding,grey nurse shark,male
2012,12,NSW,-33.75,151.3,uninjured,unprovoked,Spearfishing,white shark,male
2013,1,WA,-20.35,116.8166667,injured,provoked,Wading,whaler shark,male
2013,1,QLD,-26.36666667,153.0833333,injured,unprovoked,Swimming,tiger shark,male
2013,3,WA,-28.8,114.6,injured,provoked,Surfing/Boarding,bronze whaler shark,male
2013,4,NSW,-29.46666667,153.35,injured,provoked,Diving/Snorkelling,wobbegong,female
2013,5,WA,-32.4,115.7333333,uninjured,unprovoked,Swimming,white shark,male
2013,5,NSW,-28.63333333,153.6,injured,provoked,Surfing/Boarding,wobbegong,male
2013,6,NSW,-35.06666667,150.7833333,uninjured,unprovoked,Surfing/Boarding,white shark,male
2013,7,VIC,-38.46666667,145.0166667,injured,unprovoked,Wading,white shark,male
2013,10,NSW,-33.71666667,151.3,injured,provoked,Spearfishing,wobbegong,male
2013,10,WA,-21.95,114.1166667,injured,unprovoked,Swimming,grey reef shark,female
2013,10,WA,-33.95,123.9166667,injured,provoked,Surfing/Boarding,white shark,male
2013,11,NSW,-30.26666667,153.1333333,fatal,unprovoked,Kayaking/Paddling,tiger shark,male
2013,11,WA,-33.85,114.9666667,fatal,unprovoked,Diving/Snorkelling,white shark,male
2013,12,QLD,-28.1,153.4666667,injured,unprovoked,Fishing,wobbegong,female
2013,12,NSW,-31.45,152.9166667,injured,unprovoked,Spearfishing,wobbegong,male
2014,2,SA,-35.13333333,137.7,fatal,provoked,Kayaking/Paddling,white shark,male
2014,2,WA,-32,115.55,uninjured,provoked,Other,white shark,male
2014,3,VIC,-38.36666667,144.2666667,uninjured,unprovoked,Swimming,white shark,male
2014,3,NSW,-31.46666667,152.9166667,injured,provoked,Diving/Snorkelling,wobbegong,male
2014,4,NSW,-36.71666667,149.9833333,fatal,unprovoked,Surfing/Boarding,white shark,female
2014,4,WA,-23.13333333,113.75,injured,provoked,Kayaking/Paddling,whaler shark,male
2014,5,SA,-33.63333333,134.8666667,uninjured,unprovoked,Swimming,white shark,male
2014,5,QLD,-27.98333333,153.4166667,injured,unprovoked,Wading,bull shark,female
2014,6,SA,-35.63087083,138.4666667,injured,unprovoked,Surfing/Boarding,white shark,male
2014,6,NSW,-34.83333333,150.75,injured,provoked,Surfing/Boarding,wobbegong,male
2014,6,SA,-35.5,138.7166667,injured,unprovoked,Swimming,white shark,male
2014,6,SA,-35.5,138.7166667,Injured,unprovoked,Swimming,white shark,male
2014,8,WA,-23.78333333,113.5,injured,provoked,Wading,whaler shark,male
2014,9,NSW,-28.63333333,153.6,fatal,unprovoked,Swimming,white shark,male
2014,9,NSW,-31.41666667,152.9166667,injured,unprovoked,Surfing/Boarding,wobbegong,female
2014,10,NSW,-33.45,151.4333333,injured,provoked,Other,wobbegong,female
2014,10,NSW,-31.98333333,152.5666667,injured,provoked,Spearfishing,wobbegong,male
2014,10,WA,-33.83333333,121.9166667,injured,unprovoked,Surfing/Boarding,white shark,male
2014,11,NSW,-30.2,159.15,injured,provoked,Surfing/Boarding,wobbegong,male
2014,11,NSW,-35.73333333,150.2,injured,provoked,Surfing/Boarding,wobbegong,male
2014,11,NSW,-33.75,151.3,injured,unprovoked,Swimming,wobbegong,female
2014,11,WA,-32.6,115.6166667,injured,unprovoked,Surfing/Boarding,bronze whaler shark,male
2014,12,NSW,-35.1338,150.686,injured,unprovoked,Kayaking/Paddling,unknown,male
2014,12,WA,-34.88003124,118.404958,fatal,provoked,Swimming,white shark,male
2014,12,QLD,-16.2,145.75,fatal,provoked,Fishing,tiger shark,male
2015,1,NSW,-28.63333333,153.6166667,uninjured,unprovoked,Spearfishing,white shark,female
2015,1,NSW,-32.68333333,152.0333333,injured,provoked,Fishing,wobbegong,male
2015,1,QLD,-27.63333333,153.45,uninjured,unprovoked,Fishing,bull shark,male
2015,1,NSW,-28.83333333,153.6,uninjured,unprovoked,Swimming,white shark,male
2015,1,NSW,-35.33333333,150.4666667,injured,provoked,Surfing/Boarding,bronze whaler shark,male
2015,2,NSW,-28.88333333,153.5666667,injured,unprovoked,Kayaking/Paddling,white shark,male
2015,2,NSW,-28.85,153.5833333,fatal,unprovoked,Surfing/Boarding,white shark,male
2015,2,NSW,-32.95,151.75,injured,unprovoked,Kayaking/Paddling,wobbegong,male
2015,3,NSW,-31.51666667,159.05,injured,provoked,Swimming,galapagos shark,female
2015,4,NSW,-31.51666667,159.05,injured,provoked,Surfing/Boarding,galapagos shark,male
2015,4,NSW,-35.8,150.2166667,injured,provoked,Fishing,wobbegong,male
2015,4,SA,-34.86666667,135.7666667,injured,unprovoked,Kayaking/Paddling,white shark,male
2015,5,NSW,-32.01666667,152.5333333,injured,unprovoked,Surfing/Boarding,white shark,male
2015,6,WA,-35.01666667,117.3333333,injured,unprovoked,Diving/Snorkelling,white shark,female
2015,6,WA,-31.98333333,115.5333333,injured,provoked,Swimming,wobbegong,male
2015,6,NSW,-28.63333333,153.6,uninjured,unprovoked,Swimming,white shark,male
2015,6,NSW,-35.65,150.2833333,injured,provoked,Kayaking/Paddling,tiger shark,male
2015,7,QLD,-28.1,153.465,uninjured,unprovoked,Swimming,white shark,male
2015,7,TAS,-42.63333333,147.9833333,fatal,provoked,Surfing/Boarding,white shark,male
2015,7,TAS,-42.63333333,147.9833333,uninjured,provoked,Surfing/Boarding,white shark,male
2015,7,NSW,-29.1,153.4333333,injured,unprovoked,Surfing/Boarding,white shark,male
2015,7,NSW,-28.78333333,153.5833333,uninjured,unprovoked,Surfing/Boarding,white shark,male
2015,7,NSW,-29.43333333,153.3666667,injured,unprovoked,Swimming,white shark,male
2015,7,VIC,-38.25,141.7833333,injured,unprovoked,Spearfishing,white shark,male
2015,7,NSW,-28.86666667,153.5833333,injured,unprovoked,Surfing/Boarding,white shark,male
2015,8,NSW,-31.46666667,152.9166667,injured,unprovoked,Surfing/Boarding,white shark,male
2015,8,QLD,-18.83333333,147.6333333,uninjured,unprovoked,Diving/Snorkelling,tiger shark,female
2015,9,NSW,-33.05,152.5333333,injured,provoked,Surfing/Boarding,Unknown,male
2015,9,NSW,-32.06666667,152.5333333,injured,unprovoked,Surfing/Boarding,white shark,male
2015,9,QLD,-17.21666667,146.0833333,injured,unprovoked,Swimming,Unknown,female
2015,10,WA,-34.88003124,118.404958,injured,provoked,Surfing/Boarding,white shark,male
2015,10,WA,-32.6,115.6166667,injured,unprovoked,Diving/Snorkelling,grey nurse shark,male
2015,11,NSW,-28.86666667,153.5833333,injured,unprovoked,Swimming,bull shark,male
2016,1,QLD,-26.8,153.1333333,injured,provoked,Surfing/Boarding,wobbegong,male
2016,1,QLD,-23.43333333,151.9,injured,unprovoked,Surfing/Boarding,blacktip reef shark,male
2016,1,QLD,-23.15,150.9,injured,provoked,Spearfishing,tiger shark,male
2016,2,NSW,-34,151.65,uninjured,unprovoked,Surfing/Boarding,white shark,male
2016,2,NSW,-23.56666667,151.3166667,injured,provoked,Swimming,wobbegong,male
2016,2,TAS,-40.91666667,144.6166667,uninjured,unprovoked,Swimming,white shark,male
2016,3,NSW,-31.18333333,152.9666667,uninjured,unprovoked,Diving/Snorkelling,white shark,male
2016,3,SA,-37.03333333,139.7333333,injured,provoked,Fishing,bronze whaler shark,male
2016,3,NSW,-34.03333333,151.15,uninjured,unprovoked,Surfing/Boarding,white shark,male
2016,3,NSW,-34.65,150.85,injured,unprovoked,Spearfishing,white shark,male
2016,4,NSW,-28.63333333,153.6,injured,provoked,Surfing/Boarding,wobbegong,male
2016,5,WA,-32.58333333,115.6333333,fatal,unprovoked,Fishing,white shark,male
2016,5,NSW,-28.25276667,153.5921833,uninjured,provoked,Diving/Snorkelling,bronze whaler shark,male
2016,6,WA,-31.66666667,115.6666667,fatal,unprovoked,Spearfishing,white shark,female
2016,6,WA,-23.02411667,113.1294,injured,provoked,Swimming,grey reef shark,male
2016,6,NSW,-34.6215,150.8568,uninjured,unprovoked,Swimming,unknown,male
2016,6,NSW,-28.2646,153.5777,uninjured,provoked,Diving/Snorkelling,bronze whaler shark,male
2016,7,NSW,-32.717,152.1049,uninjured,provoked,Swimming,unknown,male
2016,7,NSW,-28.8377,153.6044,uninjured,unprovoked,Diving/Snorkelling,white shark,male
2016,7,NSW,-28.3037,153.5742,uninjured,unprovoked,Kayaking/Paddling,white shark,male
2016,9,VIC,-38.06115,144.04745,uninjured,unprovoked,Swimming,white shark ,male
2016,9,NSW,-28.86666667,153.5833333,injured,unprovoked,Diving/Snorkelling,white shark,male
2016,9,WA,-33.11656667,114.1649,uninjured,unprovoked,Surfing/Boarding,white shark,male
2016,10,QLD,-27.335,153.235,injured,unprovoked,Kayaking/Paddling,white shark,male
2016,10,NSW,-28.83333333,153.6,injured,unprovoked,Spearfishing,white shark,male
2016,10,NSW,-33.08945,151.0587667,injured,unprovoked,Spearfishing,white shark,male
2016,10,QLD,-20.23333333,148.95,injured,provoked,Swimming,lemon shark,male
2016,12,NSW,-32.30595,152.52275,injured,unprovoked,Wading,white shark,male
2016,12,QLD,-12.45183333,143.3444167,uninjured,provoked,Other,bull shark,male
2016,12,WA,-21.15741667,114.0218833,injured,unprovoked,Diving/Snorkelling,whaler shark,female
2016,12,WA,-31.14531667,115.1265,injured,unprovoked,Wading,Unknown,male
2017,1,QLD,-9.863916667,144.7908167,injured,unprovoked,Wading,whaler shark,male
2017,1,NSW,-36.88666667,149.9131833,injured,provoked,Wading,wobbegong,male
2017,1,QLD,-21.96676667,149.4843833,injured,unprovoked,Surfing/Boarding,Unknown,male
2017,1,QLD,-10.65406667,142.5072333,uninjured,provoked,Kayaking/Paddling,whaler shark,male
2017,2,WA,-32.567,115.65,uninjured,unprovoked,Swimming,Unknown,male
2017,2,QLD,-18.24948333,146.1839333,injured,unprovoked,Swimming,tiger shark,male
2017,2,WA,-23.2411667,113.1294,injured,unprovoked,Other,bull shark,female
2017,3,NSW,-34.60465,150.8677833,injured,unprovoked,Kayaking/Paddling,Unknown,male
2017,4,QLD,-27.05206667,153.05745,uninjured,unprovoked,Wading,Unknown,male
2017,4,NSW,-32.7667,152.1127,injured,provoked,Surfing/Boarding,grey nurse shark,male
2017,4,WA,-33.83250092,121.9968696,fatal,unprovoked,Surfing/Boarding,white shark,female
2017,6,NSW,-33.0775,151.0725,uninjured,unprovoked,Surfing/Boarding,white shark,male
2017,6,WA,-33.3146,115.635,uninjured,unprovoked,Fishing,white shark,Male
2017,8,VIC,-38.5367,143.9715,injured,unprovoked,Diving/Snorkelling,white shark,Male
2017,9,NSW,-29.59387,153.3322,injured,unprovoked,Surfing/Boarding,white shark,Male
2017,9,WA,-33.8585,114.9843,uninjured,unprovoked,Swimming,white shark,Male
2017,9,WA,-20.61367,117.1863,injured,unprovoked,Diving/Snorkelling,whaler shark,Male
2017,10,SA,-35.448,138.318,uninjured,unprovoked,Spearfishing,white shark,Male
2017,10,NSW,-32.798333,152.079167,injured,provoked,Kayaking/Paddling,wobbegong,Male
2017,11,NSW,-33.465,151.435,injured,unprovoked,Surfing/Boarding,white shark,Male
2017,12,NSW,-32.7876,152.08002,uninjured,unprovoked,Diving/Snorkelling,grey nurse shark,Male
2018,1,WA,-16.4683,123.5353,injured,provoked,Swimming,bull shark,Male
2018,1,NSW,-34.425072,150.893143,injured,unprovoked,Fishing,white shark,Male
2018,1,WA,-33.8416,115.0221,injured,unprovoked,Surfing/Boarding,wobbegong,Male
2018,1,QLD,-14.668,145.4638,injured,provoked,Wading,grey reef shark,Female
2018,2,WA,-32.5361,115.7424,uninjured,provoked,Surfing/Boarding,whaler shark,Male
2018,2,NSW,-34.67,150.84,injured,unprovoked,Fishing,whaler shark,Male
2018,2,WA,-31.7789,115.7326,injured,unprovoked,Surfing/Boarding,wobbegong,Male
2018,2,WA,-33.5638,115.0629,injured,provoked,Swimming,wobbegong,Male
2018,2,NSW,-33.993,151.1753,injured,unprovoked,Surfing/Boarding,white shark,Male
2018,3,WA,-34.2256,115.0609,uninjured,provoked,Swimming,tiger shark,Male
2018,3,VIC,-38.37,144.28,injured,unprovoked,Surfing/Boarding,bronze whaler shark,Male
2018,4,WA,-33.8416,115.0221,injured,unprovoked,Surfing/Boarding,white shark,Male
2018,4,WA,-33.8416,115.0221,injured,unprovoked,Fishing,white shark,Male
2018,4,WA,-33.9825,114.9922,uninjured,unprovoked,Spearfishing,white shark,Male
2018,5,WA,-33.8416,115.0221,uninjured,unprovoked,Surfing/Boarding,white shark,Male
2018,6,NSW,-30.296,153.11,injured,unprovoked,Surfing/Boarding,wobbegong,Male
2018,6,NSW,-28.84,153.601,uninjured,unprovoked,Surfing/Boarding,white shark,Male
2018,9,QLD,-20.25,148.9333,injured,unprovoked,Swimming,tiger shark,Male
2018,9,QLD,-20.25,148.9333,injured,unprovoked,Fishing,tiger shark,Female
2018,9,NT,-13.97,136.5933,injured,unprovoked,Wading,bull shark,Male
2018,10,NSW,-32.7667,152.0833,injured,provoked,Surfing/Boarding,wobbegong,Male
2018,11,QLD,-20.25,148.9333,fatal,unprovoked,Other,Unknown,Male
2018,11,NSW,-33.37,151.4859,injured,unprovoked,Spearfishing,wobbegong,Male
2018,11,NSW,-28.8632,153.5944,injured,unprovoked,Surfing/Boarding,white shark,Male
2018,11,QLD,-26.791,153.139,uninjured,unprovoked,Surfing/Boarding,tiger shark,Male
2018,11,NSW,-34.830278,150.7561,injured,unprovoked,Fishing,wobbegong,Male
2018,11,NT,-12.1825,136.7819,injured,provoked,Other,whaler shark,Male
2018,11,WA,-32.6036,115.6304,injured,unprovoked,Other,grey nurse shark,Male
2018,12,NSW,-30.643181,153.008839,injured,unprovoked,Surfing/Boarding,Unknown,Male
2018,12,NSW,-33.425018,151.342224,injured,provoked,Kayaking/Paddling,wobbeogong,Male
2019,1,WA,-31.989,115.7526,injured,unprovoked,Swimming,wobbegong,Male
2019,2,WA,-33.6702 ?,114.9951,uninjured,provoked,Swimming,white shark,Male
2019,2,NSW,-30.452,152.8979,uninjured,unprovoked,Surfing/Boarding,Unknown,Male
2019,2,NT,-13.8611,136.8116,injured,provoked,Surfing/Boarding,whitetip reef shark,Male
2019,2,NSW,-28.6337,153.6003,injured,unprovoked,Swimming,white shark,Female
2019,3,QLD,-18.156,147.48,injured,unprovoked,Swimming,grey reef shark,Male
2019,4,NSW,-32.7501,152.1459,injured,provoked,Diving/Snorkelling,grey nurse shark,Male
2019,5,QLD,-24.7293,152.101,injured,unprovoked,Fishing,Unknown,Male
2019,6,TAS,-43.6523,146.277,uninjured,provoked,Surfing/Boarding,white shark,Male
2019,6,NSW,-28.7999,153.58,injured,unprovoked,Spearfishing,whaler shark,Male
2019,7,QLD,-11.9667,143.2333,injured,provoked,Spearfishing,tiger shark,Male
2019,7,NSW,-33.8005,151.2979,injured,unprovoked,Spearfishing,grey nurse shark,Female
2019,7,QLD,-26.7994,153.0611,injured,unprovoked,Surfing/Boarding,bull shark,Male
2019,7,NSW,?-28.45602?,153.54457,injured,unprovoked,Surfing/Boarding,bull shark,Male
2019,9,NSW,-34.6817,150.8511,injured,unprovoked,Swimming,Unknown,Male
2019,9,WA,-31.7247,115.7249,uninjured,provoked,Surfing/Boarding,white shark,Male
2019,10,QLD,-21.957,148.1893,injured,Unprovoked,Surfing/Boarding,Unknown,Male
2019,10,QLD,-20.3441,148.1893,injured,Provoked,Surfing/Boarding,Unknown,Unknown
2019,10,NSW,-32.4436,152.5279,uninjured,Unprovoked,Diving/Snorkelling,white shark,Male
2019,10,QLD,-27.0609,153.2006,uninjured,Unprovoked,Spearfishing,Unknown,Male
2019,11,QLD,-24.8312,152.4592,injured,Unprovoked,Wading,Unknown,Male
2019,12,WA,-20.3441,114.143,injured,Unprovoked,Surfing/Boarding,Unknown,Male
2019,12,NSW,-34.6038,150.8676,injured,Unprovoked,Swimming,wobbegong,Male
2019,12,QLD,-23.3,151.71,injured,Unprovoked,Surfing/Boarding,lemon shark,Male
2020,1,WA,-33.9222,121.9032,fatal,Unprovoked,Spearfishing,white shark,Male
2020,1,NSW,-30.3119,153.1427,uninjured,Unprovoked,Surfing/Boarding,bull shark,Male
2020,1,WA,-31.9908,115.5215,uninjured,Unprovoked,Swimming,white shark,Female
2020,1,QLD,-23.2951,151.7079,injured,Unprovoked,Kayaking/Paddling,lemon shark,Male
2020,1,NSW,-34.5343,150.8746,injured,Unprovoked,Wading,Unknown,Unknown
2020,2,QLD,-14.6787,145.4483,injured,Unprovoked,Other,lemon shark,Male
2020,4,NSW,-31.19,152.98,injured,Unprovoked,Surfing/Boarding,wobbegong,Female
2020,4,QLD,-23.2951,151.7079,fatal,Unprovoked,Surfing/Boarding,Unknown,Female
2020,4,WA,-21.93,114.117778,uninjured,Unprovoked,Surfing/Boarding,bull shark,Male
2020,4,NSW,-34.6817,150.8511,uninjured,Unprovoked,Spearfishing,bull shark,Male
2020,5,VIC,-38.3669,144.2847,injured,Unprovoked,Surfing/Boarding,whaler shark,Male
2020,6,NSW,-28.2778,153.5774,fatal,Unprovoked,Wading,white shark,Male
2020,6,WA,-22.6799,113.698,injured,Unprovoked,Fishing,Unknown,Female
2020,6,NSW,-33.49762,151.420378,uninjured,Unprovoked,Swimming,white shark,Male
2020,6,NSW,-34.33834,150.91347,uninjured,Unprovoked,Surfing/Boarding,bronze whaler shark,Male
2020,6,NSW,-34.33834,150.91347,uninjured,Unprovoked,Swimming,bronze whaler shark,Male
2020,6,NSW,-34.33834,150.91347,uninjured,Unprovoked,Diving/Snorkelling,bronze whaler shark,Male
2020,7,WA,-33.5427,115.0392,injured,Unprovoked,Surfing/Boarding,white shark,Male
2020,7,QLD,-16.9337,145.9943,injured,Unprovoked,Diving/Snorkelling,whaler shark,Male
2020,7,QLD,-25.2398,153.1325,fatal,Unprovoked,Wading,whaler shark,Unknown
2020,7,TAS,-40.7667,145.3,injured,Unprovoked,Swimming,white shark,Male
2020,7,NSW,-33.44815?,151.44666,uninjured,Provoked,Swimming,dusky shark,Male
2020,7,NSW,-29.853,153.2715,fatal,Unprovoked,Wading,white shark,Male
2020,8,NSW,-31.4333,152.9,injured,Unprovoked,Swimming,white shark,Male
2020,9,QLD,-28.164,153.5476,fatal,Unprovoked,Surfing/Boarding,white shark,Male
2020,9,NSW,-28.33362,153.569698,uninjured,Unprovoked,Surfing/Boarding,white shark,Male
2020,9,NSW,-32.7876?,152.08002,uninjured,Unprovoked,Spearfishing,whaler shark,Male
2020,9,NSW,-32.7876?,153.08002,injured,Unprovoked,Kayaking/Paddling,wobbegong,Male
2020,10,NSW,-33.95,151.267,injured,Provoked,Surfing/Boarding,white shark,Male
2020,10,NSW,-38.26789,144.66193,uninjured,Unprovoked,Other,whaler shark,Unknown
2020,10,QLD,-18.25,146.666944,injured,Unprovoked,Surfing/Boarding,bull shark,Male
2020,10,WA,-34.8611,121.8919,fatal,Unprovoked,Surfing/Boarding,white shark,Male
2020,11,WA,-17.9319,122.2081,fatal,Unprovoked,Swimming,bull shark,Male
2020,11,QLD,-13.7333,143.8667,uninjured,Unprovoked,Spearfishing,hammerhead shark,Female
2020,11,NSW,-31.4295,152.9193,injured,Unprovoked,Swimming,wobbegong,Male
2020,12,WA,-17.9319,122.2081,injured,Unprovoked,Diving/Snorkelling,bull shark,Male
2020,12,SA,-35.9295,137.5966,injured,Unprovoked,Swimming,white shark,Male
2021,1,NSW,-33.0833,151.5833,injured,Unprovoked,Surfing/Boarding,bull shark,Male
2021,1,WA,-33.864,114.9864,injured,Unprovoked,Surfing/Boarding,wobbegong,Male
2021,1,WA,-32.0117,115.7866,injured,Unprovoked,Surfing/Boarding,bull shark,Male
2021,2,WA,-31.034,115.3356,injured,Unprovoked,Diving/Snorkelling,wobbegong,Male
2021,3,NSW,-34.0557,151.1551,uninjured,Unprovoked,Spearfishing,wobbegong,Male
2021,3,WA,-34.2763,115.052,uninjured,Provoked,Fishing,wobbegong,Male
2021,3,NSW,-36.8875,149.9059,injured,Unprovoked,Diving/Snorkelling,Unknown,Male
2021,3,WA,-23.325,113.791,injured,Provoked,Surfing/Boarding,bull shark,Male
2021,3,WA,-33.6397,115.0263,uninjured,Unprovoked,Spearfishing,blacktip reef shark,Male
2021,4,WA,-20.6564,116.7081,injured,Unprovoked,Swimming,blacktip reef shark,Male
2021,5,WA,-17.5804,122.1571,injured,Unprovoked,Wading,tiger shark ,Male
2021,5,NSW,-32.1521,152.5053,fatal,Provoked,Fishing,white shark,Male
2021,6,WA,-23.1423,113.7723,injured,Unprovoked,Swimming,tiger shark ,Male
2021,6,WA,-29.9453,114.9824,injured,Unprovoked,Surfing/Boarding,white shark,Male
2021,7,NSW,-31.1295,153.0011,injured,Unprovoked,Swimming,white shark,Male
2021,7,WA,-20.6517,115.5785,injured,Unprovoked,Wading,lemon shark,Male
2021,9,NSW,-30.1575,153.1502,fatal,Unprovoked,Swimming,white shark,Male
2021,9,NSW,-30.286,153.1364,injured,Unprovoked,Surfing/Boarding,wobbegong,Male
2021,10,QLD,-20.2665,148.8819,injured,Provoked,Other,Unknown,Male
2021,10,NSW,-30.2042,153.149,injured,Unprovoked,Swimming,wobbegong,Male
2021,11,WA,-32.0569,115.7439,fatal,Unprovoked,Kayaking/Paddling,white shark,Female
2021,12,VIC,-38.2676,144.5067,injured,Unprovoked,Fishing,Unknown,Male
2021,12,VIC,-38.2676,144.5067,injured,Unprovoked,Surfing/Boarding,Unknown,Male
2021,12,QLD,-16.9062,145.8662,injured,Unprovoked,Surfing/Boarding,bull shark,Male
2022,1,NSW,-35.1011,150.6892,injured,Unprovoked,Fishing,whaler shark,Female
2022,1,NSW,-33.7,151.2999,injured,Unprovoked,Fishing,wobbegong,Male
2022,1,WA,-35.0031,117.866,injured,Unprovoked,Swimming,wobbegong,Male
2022,2,NSW,-30.883,153.083,fatal,Unprovoked,Diving/Snorkelling,white shark,Male
2022,2,QLD,-27.2333,153.2667,injured,Unprovoked,Swimming,tiger shark,Male
2022,2,WA,-33.84848?,121.9184,injured,Unprovoked,Other,white shark,Female
2022,2,NSW,-33.8006,151.2982,injured,Unprovoked,Diving/Snorkelling,wobbegong,Male
2022,3,NSW,-32,152.7512,injured,Unprovoked,Fishing,wobbegong,Male
2022,3,NSW,-33.9516,151.2603,uninjured,Unprovoked,Swimming,unknown,Male
